央视频道,#genre#
海南卫视,http://8.138.7.223/tv/dl/careryun.php?id=31$LR•IPV4『线路69』#http://8.138.7.223/tv/dl/douyincdn.php?id=24$LR•IPV4『线路68』#http://120.76.248.139/live/bfgd/4200000473.m3u8#http://192.168.0.5:35455/itv/5000000004000006211.m3u8?cdn=bestzb#http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8#http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226922/1.m3u8#http://218.89.240.144:59901/tsfile/live/1000_1.m3u8
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8
河北卫视,http://8.138.7.223/tv/dl/careryun.php?id=34$LR•IPV4『线路86』#http://39.164.180.36:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路96』#http://39.164.180.36:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0#http://192.168.0.5:35455/itv/5000000006000040016.m3u8?cdn=bestzb#http://112.123.243.37:50085/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0#http://61.156.228.12:8154/tsfile/live/0117_1.m3u8#http://61.138.128.226:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路81』#http://1.195.30.9:19901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路166』#http://58.57.40.22:9901/tsfile/live/1044_1.m3u8
河南卫视,http://tvpull.dxhmt.cn:9081/tv/11425-1.m3u8#http://1.94.31.214/php/hntv.php#http://1.94.31.214/php/hntv.php?id=hnws#http://lxajh.top/tv/hn.php?id=hnws#http://156.238.253.62:5555/tvbox/公众号好享生活小助手/河南.php?id=hnws#http://8.138.7.223/tv/dl/careryun.php?id=38$LR•IPV4『线路77』#http://39.164.160.249:9901/tsfile/live/0139_1.m3u8#http://192.168.0.5:35455/itv/5000000011000031119.m3u8?cdn=bestzb#http://tvcdn.stream3.hndt.com/tv/65c4a6d5017e1000b2b6ea2500000000_transios/playlist.m3u8?wsSecret=8fcc4e679982d160e970cc4c1a8e68f6&wsTime=1748278549#http://36.136.38.87:9901/tsfile/live/0139_1.m3u8#http://58.57.40.22:9901/tsfile/live/1048_1.m3u8#http://120.238.94.10:9901/tsfile/live/1068_1.m3u8
黑龙江卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=29$LR•IPV4『线路90』#http://8.138.7.223/tv/dl/careryun.php?id=32$LR•IPV4『线路91』#http://39.164.180.36:19901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路103』#http://39.164.180.36:19901/tsfile/live/0143_1.m3u8#http://iptv.huuc.edu.cn/hls/hljhd.m3u8#http://192.168.0.5:35455/itv/1000000001000001925.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/6000000001000016510.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265029.m3u8?cdn=ystenlive#http://101.66.199.219:9901/tsfile/live/0143_1.m3u8#http://223.241.247.214:9901/tsfile/live/0143_1.m3u8#http://39.150.96.141:65535/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路81』#http://39.164.160.249:9901/tsfile/live/0143_1.m3u8
湖北卫视,http://39.164.180.36:19901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路107』#http://8.138.7.223/tv/dl/careryun.php?id=28$LR•IPV4『线路94』#http://8.138.7.223/tv/dl/douyincdn.php?id=25$LR•IPV4『线路93』#http://39.150.96.141:65535/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路190』#http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226713/1.m3u8#http://39.164.180.36:19901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0#http://iptv.huuc.edu.cn/hls/hbhd.m3u8#http://192.168.0.5:35455/itv/1000000001000024621.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/6000000001000015436.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265023.m3u8?cdn=ystenlive#http://112.123.243.37:50085/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0#http://223.241.247.214:9901/tsfile/live/0132_1.m3u8#http://223.241.247.214:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://58.57.40.22:9901/tsfile/live/1038_1.m3u8#http://120.238.94.10:9901/tsfile/live/1055_1.m3u8#http://110.53.52.63:8888/newlive/live/hls/33/live.m3u8#http://61.138.128.226:19901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://39.164.180.36:19901/tsfile/live/0128_2.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路171』#http://8.138.7.223/tv/dl/douyincdn.php?id=18$LR•IPV4『线路93』#http://8.138.7.223/tv/dl/careryun.php?id=21$LR•IPV4『线路94』#http://42.48.18.84:9002/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0128_1.m3u8#http://iptv.huuc.edu.cn/hls/hunanhd.m3u8#http://183.215.134.239:19901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0#https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000#http://192.168.0.5:35455/itv/5000000004000006692.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/6000000001000018044.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265024.m3u8?cdn=ystenlive#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b4240c&tk=922ba46651d3#http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路51』#http://222.134.245.16:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路296』#http://124.116.183.146:9901/tsfile/live/0128_1.m3u8#http://110.53.52.63:8888/newlive/live/hls/22/live.m3u8
吉林卫视,http://39.164.180.36:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路92』#http://8.138.7.223/tv/dl/careryun.php?id=41$LR•IPV4『线路79』#https://lsfb.avap.jilintv.cn/zqvk7vpj/channel/0533b55e42354f4f802bdec78e26b571/1.m3u8#http://1.195.30.9:19901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路162』#http://192.168.0.5:35455/itv/5000000011000031117.m3u8?cdn=bestzb#http://36.136.38.87:9901/tsfile/live/0116_1.m3u8#http://221.226.4.10:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.241.247.214:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.241.247.214:9901/tsfile/live/0116_1.m3u8#http://222.134.245.16:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.156.228.12:8154/tsfile/live/0116_1.m3u8#http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8
江苏卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=21$LR•IPV4『线路103』#http://39.164.180.36:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路115』#http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226692/1.m3u8#http://8.138.7.223/tv/dl/jstv.php?id=jsws#http://8.138.7.223/tv/dl/careryun.php?id=23$LR•IPV4『线路104』#http://221.226.4.10:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.160.249:9901/tsfile/live/0127_1.m3u8#https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000#http://192.168.0.5:35455/itv/6000000001000014861.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000001000001828.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/1000000005000265030.m3u8?cdn=ystenlive#http://36.136.38.87:9901/tsfile/live/0127_1.m3u8#http://112.123.243.37:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0#http://222.134.245.16:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.156.228.12:8154/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0#http://1.195.30.9:19901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路169』#http://60.223.224.176:8888/newlive/live/hls/21/live.m3u8#http://112.46.85.60:8009/hls/33/index.m3u8
江西卫视,http://39.164.180.36:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路105』#http://8.138.7.223/tv/dl/careryun.php?id=30$LR•IPV4『线路90』#http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路106』#http://39.164.160.249:9901/tsfile/live/0138_1.m3u8#http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0#http://192.168.0.5:35455/itv/1000000006000268001.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/1000000005000265032.m3u8?cdn=ystenlive#https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174386920455200&token=f8bf0b571d56ff310e67edab03825a02#https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174352360977326&token=7db610594f3cdb7eeb22fd5f0257f2b7#https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174473316356343&token=9a9ae855b3755aad97eef471cbbcdfa7#https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174395554987565&token=2219c0debdfb35fa70842ec289a201ba#http://36.136.38.87:9901/tsfile/live/0138_1.m3u8#https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174378278641662&token=23e73c776d035f8cc71d55a954be38be#http://222.134.245.16:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.241.247.214:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0#http://221.2.148.205:8154/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0#https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174438757015122&token=9ac10d27586e07a6902409cd6599c73a#https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174481954991649&token=e78fcb3c1c93cdb5501f8963ac01a705#https://local-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8?source=pc&t=174490597143673&token=f0e834be1a6a6c48415b980c3d3c42fa#http://61.138.128.226:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路86』
康巴卫视,http://218.89.240.144:59901/tsfile/live/1010_1.m3u8#http://111.202.12.159:8080/kYGHWzA/1000/live.m3u8#http://111.202.12.159:8080/3zvkK28/1000/live.m3u8#http://39.134.65.166/PLTV/88888888/224/3221225527/1.m3u8
莲花卫视,http://8.138.7.223/tv/lotustv.m3u8
辽宁卫视,http://39.164.180.36:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路105』#http://8.138.7.223/tv/dl/careryun.php?id=36$LR•IPV4『线路84』#http://39.164.180.36:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0#https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000#http://192.168.0.5:35455/itv/5000000004000011671.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/1000000005000265022.m3u8?cdn=ystenlive#http://61.156.228.12:8154/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.241.247.214:9901/tsfile/live/0121_1.m3u8#http://222.134.245.16:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.138.128.226:19901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路79』#http://115.149.139.141:10001/tsfile/live/1028_1.m3u8?blog.ntnas.top$LR•IPV4『线路163』#http://58.57.40.22:9901/tsfile/live/1035_1.m3u8#http://110.53.52.63:8888/newlive/live/hls/46/live.m3u8#http://58.19.43.46:9901/tsfile/live/1041_1.m3u8#http://183.11.239.36:808/hls/47/index.m3u8
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
内蒙古蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8#https://livestream-bt.nmtv.cn/nmtv/3208526general.m3u8?txSecret=eb5a3102dd5406c7ffeddf560b024952&txTime=76B2F9A0#https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8$LR•IPV4『线路27』#http://8.138.7.223/tv/nmgws.m3u8
宁夏卫视,http://120.238.94.10:9901/tsfile/live/1076_1.m3u8#http://222.134.245.16:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0#http://110.53.52.63:8888/newlive/live/hls/39/live.m3u8#http://111.61.236.247:9081/hls/51/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8#http://112.46.105.20:8009/hls/27/index.m3u8#http://8.138.7.223/【公众号：榴芒电视】/农林卫视.m3u8#http://112.46.85.60:8009/hls/27/index.m3u8
青海卫视,http://39.164.180.36:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路58』#http://8.138.7.223/tv/dl/careryun.php?id=44$LR•IPV4『线路55』#http://39.164.180.36:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0#http://120.76.248.139/live/bfgd/4200000111.m3u8#http://39.150.96.141:65535/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路47』#http://stream.qhbtv.com/qhws/playlist.m3u8#http://192.168.0.5:35455/itv/1000000002000013359.m3u8?cdn=ystenlive#http://61.138.128.226:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路49』#http://110.53.218.182:9902/tsfile/live/0140_1.m3u8#http://111.61.236.247:9081/hls/49/index.m3u8
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
厦门卫视,http://220.161.87.62:8090/hls/0/index.m3u8#http://220.161.87.62:8090/hls/0/index.m3u8?zfud#http://goo.bkpcp.top/mg/xmws
山东卫视,http://39.164.180.36:19901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路152』#http://8.138.7.223/tv/dl/douyincdn.php?id=26$LR•IPV4『线路94』#http://8.138.7.223/tv/dl/careryun.php?id=29$LR•IPV4『线路95』#http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226693/1.m3u8#http://39.164.160.249:9901/tsfile/live/0131_1.m3u8#http://39.150.96.141:65535/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路86』#http://39.164.180.36:19901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.180.36:19901/tsfile/live/0131_1.m3u8#http://192.168.0.5:35455/itv/1000000001000016568.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/6000000001000004134.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265019.m3u8?cdn=ystenlive#http://36.136.38.87:9901/tsfile/live/0131_1.m3u8#http://171.15.18.199:8180/TV00000000000000000024@HHZT#http://61.138.128.226:19901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路88』
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8#http://39.164.180.36:19901/tsfile/live/0118_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0#http://36.136.38.87:9901/tsfile/live/0118_1.m3u8#http://171.15.18.199:8180/TV00000000000000000038@HHZT#http://221.213.91.104:9901/tsfile/live/0116_1.m3u8
陕西卫视,http://39.164.180.36:19901/tsfile/live/0136_1.m3u8#http://183.131.246.250:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=23$LR•IPV4『线路72』#http://8.138.7.223/tv/dl/careryun.php?id=25$LR•IPV4『线路73』#http://39.164.180.36:19901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路82』#http://221.226.4.10:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路86』#http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226688/1.m3u8#http://183.215.134.239:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.180.36:19901/tsfile/live/0125_2.m3u8?key=txiptv&amp;amp;playlive=0&amp;amp;authid=0#http://39.164.180.36:19901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=0&authid=0#http://222.169.85.8:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0#http://192.168.0.5:35455/itv/5000000004000007410.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/6000000001000002116.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265028.m3u8?cdn=ystenlive#http://112.123.243.37:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0#http://171.15.18.199:8180/TV00000000000000000026@HHZT#http://39.150.96.141:65535/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路151』#http://124.116.183.146:9901/tsfile/live/0126_1.m3u8
四川卫视,http://8.138.7.223/tv/dl/douyincdn.php?id=27$LR•IPV4『线路77』#http://8.138.7.223/tv/dl/careryun.php?id=35$LR•IPV4『线路78』#http://39.164.180.36:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路90』#http://39.164.180.36:19901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0#https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000#http://192.168.0.5:35455/itv/5000000004000006119.m3u8?cdn=bestzb#http://36.136.38.87:9901/tsfile/live/0123_1.m3u8#http://223.241.247.214:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.156.228.12:8154/tsfile/live/0123_1.m3u8#http://223.241.247.214:9901/tsfile/live/0123_1.m3u8#http://39.150.96.141:65535/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路65』#http://58.57.40.22:9901/tsfile/live/1046_1.m3u8
天津卫视,http://222.169.85.8:9901/tsfile/live/0135_1.m3u8#http://39.164.180.36:19901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路102』#http://8.138.7.223/tv/dl/careryun.php?id=43$LR•IPV4『线路93』#https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000#http://192.168.0.5:35455/itv/5000000004000006827.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/6000000001000009186.m3u8?cdn=wasusyt#http://192.168.0.5:35455/itv/1000000005000265026.m3u8?cdn=ystenlive#http://36.136.38.87:9901/tsfile/live/0135_1.m3u8#http://58.19.38.162:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.15.109.216:59901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.180.36:19901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0#http://221.226.4.10:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0#http://171.15.18.199:8180/TV00000000000000000022@HHZT#http://124.116.183.146:9901/tsfile/live/0135_1.m3u8#http://183.11.239.36:808/hls/42/index.m3u8#http://112.46.85.60:8009/hls/44/index.m3u8#http://182.150.23.74:808/hls/27/index.m3u8
西藏卫视,http://www.lysvc.cc/daili/xztv.php?id=1#http://www.lysvc.cc/daili/xztv.php#http://1b6467f415.iok.la:9931/tsfile/live/1089_1.m3u8
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8#http://8.138.7.223/tv/dl/careryun.php?id=46$LR•IPV4『线路45』#http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd#http://218.92.37.174:9901/tsfile/live/0120_6.m3u8
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8#http://gmxw.7766.org:808/hls/15/index.m3u8
云南卫视,http://39.164.180.36:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0#http://39.164.180.36:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路112』#http://39.164.160.249:9901/tsfile/live/0119_1.m3u8#http://192.168.0.5:35455/itv/5000000011000031120.m3u8?cdn=bestzb#http://36.136.38.87:9901/tsfile/live/0119_1.m3u8#http://120.238.94.10:9901/tsfile/live/1069_1.m3u8#http://1.195.30.9:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路131』#http://110.53.52.63:8888/newlive/live/hls/26/live.m3u8#http://111.61.236.247:9081/hls/32/index.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路55』#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8$LR•IPV4『线路56』#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?$LR•IPV4『线路89』#http://8.138.7.223/tv/dl/douyincdn.php?id=19$LR•IPV4『线路99』#http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?#http://39.164.180.36:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路178』#http://8.138.7.223/tv/zjws.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8#http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路119』#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6c4032&tk=922ba46651d3#http://222.169.85.8:9901/tsfile/live/0019_1.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$LR•IPV4『线路166』#http://8.138.7.223/tv/dl/careryun.php?id=22$LR•IPV4『线路100』#https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000#http://192.168.0.5:35455/itv/5000000004000007275.m3u8?cdn=bestzb#http://192.168.0.5:35455/itv/1000000001000014260.m3u8?cdn=ystenlive#http://192.168.0.5:35455/itv/1000000005000265031.m3u8?cdn=ystenlive#http://58.19.38.162:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0#http://116.9.204.242:9901/tsfile/live/0122_2.m3u8?key=txiptv&playlive=1&authid=0#http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://112.123.243.37:50085/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://58.57.40.22:9901/tsfile/live/1029_1.m3u8#http://61.138.128.226:19901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
新闻频道,#genre#

未分组,#genre#

动漫秀场,http://221.226.4.10:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0#http://180.213.174.225:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
都市剧场,https://pili-live-hls.wdit.com.cn/wditlive/8818dfe5f4df45ba9a3f32964d172fb2b6d3.m3u8#http://112.46.105.20:8009/hls/72/index.m3u8#http://120.76.248.139/live/bfgd/4200000168.m3u8
都市频道,http://tvcdn.stream3.hndt.com/tv/65c3fbc5017e1000fde13faa00000000_transios/playlist.m3u8?wsSecret=3ff74eb6c191eab10b83b1cebf633106&wsTime=1748278549
斗鱼电2y,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影,http://www.douzhicloud.site:35455/douyu/6079455
斗鱼电影1y,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影3y,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
斗鱼电影4y,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼豆瓣高分,http://b.zgjok.com:35455/douyu/74374
斗鱼高分电影,http://b.zgjok.com:35455/douyu/431460
斗鱼国产电影,http://b.zgjok.com:35455/douyu/122402
斗鱼恐怖电影,http://www.douzhicloud.site:35455/douyu/263824#http://b.zgjok.com:35455/douyu/263824
斗鱼音乐MV频道,http://zzy789.xyz/douyu1.php?id=3870925
斗鱼MAX电影,http://b.zgjok.com:35455/douyu/4332
哆啦A梦,http://www.douzhicloud.site:35455/huya/11601963

求索动物,http://192.168.0.5:35455/itv/6000000002000010046.m3u8?cdn=wasusyt
求索记录高清,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索纪录,http://192.168.0.5:35455/itv/6000000002000032052.m3u8?cdn=wasusyt
求索科学,http://192.168.0.5:35455/itv/6000000002000032344.m3u8?cdn=wasusyt
求索生活,http://192.168.0.5:35455/itv/6000000002000003382.m3u8?cdn=wasusyt


影视频道,#genre#
巴彦淖尔影视娱乐,http://mmitv.top/test/tianma.php?id=bynrys
滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
刀刀影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=747764
电影_喜乐影院,https://www.goodiptv.club/huya/21059580
斗鱼魔幻影院,http://b.zgjok.com:35455/douyu/1274132
哈尔滨影视,http://111.43.126.240:9003/hls/5/index.m3u8
杭州影视,http://goo.bkpcp.top/mg/hzys
虎牙影院,https://www.goodiptv.club/huya/11601968
华语影视✔原,http://zzy789.xyz/douyu1.php?id=3928
